Ticker,Annual Volatility
EQR,0.19755001566047034
EQT,0.32730867169415795
ERIE,0.28901645828292905
ES,0.2405314771657261
ESS,0.21785033836181686
ETN,0.2714915664918522
ETR,0.222165824961563
EVRG,0.17852351772435196
EW,0.3660295963565259
EXC,0.19565980272577813
EXE,0.2545098879179276
EXPD,0.19420233966635062
EXPE,0.40345943862398087
EXR,0.28405431417782034
F,0.35281802562564996
FANG,0.26246529995882456
FAST,0.21685058865348758
FCX,0.34645886978713164
FDS,0.20248159772172675
FDX,0.28640423875014825
FE,0.16713236821872438
FFIV,0.23438353324215103
FICO,0.28845170202668924
FIS,0.2277089875405012
FISV,0.1748034496769797
FITB,0.2978832026018257
FIX,0.40222723007923145
FOX,0.21125931329198186
FOXA,0.21734849481711574
FRT,0.20149313808376787
FSLR,0.5331350740491425
FTNT,0.40822331273194273
FTV,0.21744654734746285
GD,0.17831973323067624
GDDY,0.2495454089749537
GE,0.27662223120819524
GEHC,0.2746230435429109
GEN,0.30230972036885234
GILD,0.22812452962179994
GIS,0.18278762017991382
GL,0.5154125331297404
GLW,0.2462340960003141
GM,0.31445974588202125
GNRC,0.43643474305460106
GOOG,0.2754257239619922
GOOGL,0.27689823992339263
GPC,0.29438751006377
GPN,0.2837996529678954
GRMN,0.2918692306290546
GS,0.24583411317254908
GWW,0.21145350764164414
HAL,0.29089248365828657
HAS,0.3018529840825467
HBAN,0.2905073011394554
HCA,0.23410301139008297
HD,0.20002538301151504
HIG,0.19218627572479507
HII,0.30799335714019954
HLT,0.19750273485609984
HON,0.17547568837370572
HOOD,0.5616949181202395
HPE,0.3522490852416927
HPQ,0.29580076327003324
HRL,0.2533736760148329
HSIC,0.24428263162599745
HST,0.24072140888004803
HSY,0.21941728574596328
HUBB,0.27848481639877465
HUM,0.36258053134902285
HWM,0.29780198682396
IBKR,0.25968261475650667
IBM,0.20436654345328775
ICE,0.16211262530851414
IDXX,0.2802193788940626
IEX,0.20349026106825122
IFF,0.3065751688600945
INCY,0.28012721605619495
INTC,0.46854561892664476
INTU,0.274681512069881
INVH,0.2062865288911908
IP,0.2852797245856223
IQV,0.27559817346491766
IR,0.24693140936227997
IRM,0.24780250381285995
ISRG,0.26568272177548863
IT,0.23758498163125039
ITW,0.1647221118703268
IVZ,0.30590616193703574
JBHT,0.25725473282497047
JBL,0.38897970864346665
JCI,0.254324276350285
JKHY,0.19043934145176175
JNJ,0.15472449517375345
JPM,0.20770024642865909
KDP,0.17675806527197707
KEY,0.397802061886695
KEYS,0.3011256492718892
KHC,0.18644614962035133
KIM,0.23648227966886032
KKR,0.30966199637478736
KLAC,0.39234534873790844
KMB,0.1675549027747086
KMI,0.1805713112722309
KO,0.13212730518914043
KR,0.21177845429078293
KVUE,0.2639417322483551
L,0.15807048029641455
LDOS,0.23825014329947658
LEN,0.3011058035334289
LH,0.1999512577537728
LHX,0.2088648092301291
LII,0.2726309042063814
LIN,0.15769735920773445
LITE,0.5244285270614257
LLY,0.30333928044175074
LMT,0.17502616483172118
LNT,0.1826250683565126
LOW,0.2218402122336737
LRCX,0.3988751326514373
LULU,0.35980892271950693
LUV,0.34397400090227426
LVS,0.29295259063247525
LYB,0.19433616291491074
LYV,0.28752021353691937
MA,0.16199777318280686
MAA,0.20635675541847834
MAR,0.21702502896046588
MAS,0.2508866131110791
MCD,0.1621434816582804
MCHP,0.36338495489264716
MCK,0.23811208155196978
MCO,0.19496095299852742
MDLZ,0.17258478816513192
MDT,0.1831602792313315
MET,0.2277745400242965
META,0.3323539542137911
MGM,0.33175449032878024
MKC,0.2221190867042911
MLM,0.22791103845503916
MMM,0.31387493137501593
MNST,0.22820362100979663
MO,0.17387014394427694
MOS,0.33519227253614065
MPC,0.2772713300920226
MPWR,0.5198639748673467
MRK,0.19660851652045103
MRNA,0.5562353747547628
MRSH,0.1421019270153861
MS,0.2576711066269955
MSCI,0.2565888778290968
MSFT,0.20624436798016793
MSI,0.1756366129211946
MTB,0.2961443982913895
MTD,0.3012361462998876
MU,0.4522275736785116
NCLH,0.4912616805359364
NDAQ,0.2128726628702891
NDSN,0.2151471246555711
NEE,0.27148867383036224
NEM,0.34849430196974407
NFLX,0.3299096315009494
NI,0.17945563924171476
NKE,0.30828273959266556
NOC,0.19763984483502758
NOW,0.31637637416642783
NRG,0.3168312887655299
NSC,0.25280446253215766
NTAP,0.3037271452957984
NTRS,0.265354251731186
NUE,0.30985905795795365
NVDA,0.5060510167056873
NVR,0.23409015454368762
NWS,0.22587329135323037
NWSA,0.2240033601212235
NXPI,0.33926750418838914
O,0.18517890801810816
ODFL,0.3191609091723056
OKE,0.2211847208503687
OMC,0.23696627781772
ON,0.4618567562664258
ORCL,0.3311058059076476
ORLY,0.19540192535997164
OTIS,0.18033484427957103
OXY,0.23176336447490034
PANW,0.42219386959651956
PAYX,0.19365322467434162
PCAR,0.2402454128530103
PCG,0.19771689104902798
PEG,0.1885938956534791
PEP,0.16048198670392996
PFE,0.23960717000509013
PFG,0.2173911145840335
PG,0.1483454589253049
PGR,0.2489736268967696
PH,0.26074465421025633
PHM,0.3088823261960463
PKG,0.19973973282203064
PLD,0.2490748225376224
PLTR,0.6711993370535349
PM,0.18206130282682534
PNC,0.25539918896060315
PNR,0.2453186553319076
PNW,0.19020578769164706
PODD,0.40317895670754056
POOL,0.30034498585573544
PPG,0.1925828228874051
PPL,0.17004584458225128
PRU,0.21969423762854406
PSA,0.22776685032666036
PSKY,0.5233841270534462
PSX,0.2506399193151778
PTC,0.2094319434850841
PWR,0.30755914848831406
PYPL,0.35823692152206726
QCOM,0.3533929639512531
RCL,0.33342431146936313
REG,0.1936193324414473
REGN,0.2168318032506778
RF,0.3041180552194573
RJF,0.24068774420503847
RL,0.3040802399209278
RMD,0.3682140523166211
ROK,0.30496640609193526
ROL,0.22320765805257756
ROP,0.16333496043154666
ROST,0.21188787525246788
RSG,0.14052240496669907
RTX,0.21145719955052447
RVTY,0.30036991087820425
SATS,0.6838840272968901
SBAC,0.2734140925371467
SBUX,0.3196280323230389
SCHW,0.29273880014398096
SHW,0.21002909925308683
SJM,0.21975912084163574
SLB,0.278207672263781
SMCI,1.0342902342474642
SNA,0.22137140543010295
SNPS,0.3385842303633865
SO,0.17403479748844122
SPG,0.21948300733825835
SPGI,0.1814896220397987
SRE,0.18630338038098526
STE,0.21796603747041837
STLD,0.31124838172884084
STT,0.23466142151629601
STX,0.31502586073984934
STZ,0.18917921696125933
SW,0.40692056950552785
SWK,0.3177728210682065
SWKS,0.3315735082009002
SYF,0.32425570041638524
SYK,0.1998574454559719
SYY,0.1830542441434992
T,0.22890302794667294
TAP,0.2185615423807284
TDG,0.22960366164103238
TDY,0.2144691163393075
TECH,0.3437888507100036
TEL,0.20661115416392556
TER,0.39848724470652747
TFC,0.3072765641767646
TGT,0.35587675641895433
TJX,0.16427041427163913
TKO,0.3382744152970369
TMO,0.2057828320809579
TMUS,0.17789387454636213
TPL,0.4260328913949902
TPR,0.35283896303481277
TRGP,0.23629920801844428
TRMB,0.3037193820010121
TROW,0.24547820131475992
TRV,0.21150102119900036
TSCO,0.24607328938767004
TSLA,0.5766144757435281
TSN,0.25438979431604963
TT,0.24286429522177447
TTD,0.431382089227275
TTWO,0.24652068926123982
TXN,0.259673172821125
TXT,0.23843541645705482
TYL,0.23505133479255216
UAL,0.40273730524833656
UBER,0.3702816177238333
UDR,0.20794963777738387
UHS,0.2664260153656017
ULTA,0.3323512710900769
UNH,0.24676578930806936
UNP,0.19841694482770644
UPS,0.24416527379556419
URI,0.3554683963828206
USB,0.2994463839767407
V,0.1611047699045097
VICI,0.18619403742020726
VLO,0.2844003593248006
VMC,0.22316919607021268
VRSK,0.17918884099676022
VRSN,0.1896874532022479
VRT,0.5581483133239948
VRTX,0.24938495691744286
VST,0.4634379657938493
VTR,0.23155815611539443
VTRS,0.28296448788702133
VZ,0.22393798119602354
WAB,0.20377847797824186
WAT,0.32556995928592003
WBD,0.5153833047274181
WDAY,0.32570567890067903
WDC,0.37667155863738333
WEC,0.1783821049310741
WELL,0.20254643527459082
WFC,0.2704700517261022
WM,0.1706901679825495
WMB,0.18974359052229345
WMT,0.1713299664722075
WRB,0.20620553418012744
WSM,0.46743496928538025
WST,0.3387582090530862
WTW,0.20033909857530433
WY,0.2216627175014088
WYNN,0.3118079220397723
XEL,0.2061849434261583
XOM,0.2052109589692744
XYL,0.21080119727515026
XYZ,0.4734010987095801
YUM,0.1612402389558996
ZBH,0.21535464556573883
ZBRA,0.3532210558448127
ZTS,0.2519795027389152
